City,State,Population,ViolentCrime
Amesbury,MA,16655,42
Amherst,MA,39127,70
Andover,MA,34529,20
Arlington,MA,44098,55
Ashburnham,MA,6166,5
Ashby,MA,3169,7
Ashland,MA,17162,18
Athol,MA,11668,53
Attleboro,MA,44034,108
Auburn,MA,16361,47
Avon,MA,4406,10
Ayer,MA,7788,12
Barnstable,MA,44837,302
Barre,MA,5453,26
Becket,MA,1778,4
Bedford,MA,13947,6
Belchertown,MA,14744,21
Bellingham,MA,16619,35
Belmont,MA,25421,24
Berkley,MA,6543,9
Berlin,MA,2921,0
Bernardston,MA,2136,4
Beverly,MA,40592,88
Billerica,MA,41926,48
Blackstone,MA,9094,17
Bolton,MA,5060,9
Boston,MA,643799,5037
Bourne,MA,19875,91
Boxborough,MA,5151,8
Boxford,MA,8145,4
Braintree,MA,36496,83
Brewster,MA,9825,7
Brimfield,MA,3675,1
Brockton,MA,94448,1162
Brookline,MA,59382,85
Burlington,MA,25435,33
Cambridge,MA,107282,361
Canton,MA,22100,59
Carver,MA,11552,35
Charlton,MA,13195,22
Chatham,MA,6162,11
Chelmsford,MA,34862,22
Chelsea,MA,37454,458
Chicopee,MA,55566,272
Chilmark,MA,911,1
Clinton,MA,13721,10
Cohasset,MA,8450,9
Concord,MA,19437,17
Dalton,MA,6725,5
Danvers,MA,27263,51
Dartmouth,MA,34562,49
Dedham,MA,25094,15
Deerfield,MA,5120,7
Dennis,MA,14173,80
Dighton,MA,7194,10
Douglas,MA,8628,10
Dover,MA,5778,2
Dracut,MA,30533,20
Dudley,MA,11619,34
Dunstable,MA,3350,7
Duxbury,MA,15244,2
East Bridgewater,MA,14044,31
East Brookfield,MA,2192,5
Eastham,MA,4956,11
Easthampton,MA,15997,19
East Longmeadow,MA,15946,28
Easton,MA,23420,33
Edgartown,MA,4252,8
Egremont,MA,1225,1
Erving,MA,1803,6
Essex,MA,3618,0
Everett,MA,42966,202
Fairhaven,MA,15951,64
Fall River,MA,89220,944
Falmouth,MA,31592,102
Fitchburg,MA,40521,307
Framingham,MA,70753,172
Franklin,MA,32633,7
Freetown,MA,8996,21
Gardner,MA,20341,93
Georgetown,MA,8457,3
Gill,MA,1503,1
Gloucester,MA,29383,22
Goshen,MA,1057,0
Grafton,MA,18182,22
Granby,MA,6297,9
Granville,MA,1616,2
Great Barrington,MA,6972,30
Groton,MA,11164,8
Groveland,MA,6917,1
Halifax,MA,7574,8
Hamilton,MA,8122,3
Hampden,MA,5161,3
Hanover,MA,14275,2
Hanson,MA,10342,19
Hardwick,MA,3005,5
Harvard,MA,6548,4
Harwich,MA,12299,24
Hatfield,MA,3275,5
Haverhill,MA,62249,414
Hingham,MA,22687,17
Holbrook,MA,10959,39
Holden,MA,17775,8
Holliston,MA,14199,14
Holyoke,MA,40215,419
Hopedale,MA,5952,18
Hopkinton,MA,15689,3
Hubbardston,MA,4448,6
Hudson,MA,19659,16
Hull,MA,10331,42
Ipswich,MA,13699,10
Kingston,MA,12791,20
Lakeville,MA,10939,10
Lancaster,MA,7943,8
Lawrence,MA,77812,776
Lee,MA,5883,7
Leicester,MA,11183,13
Lenox,MA,4993,4
Leominster,MA,41175,263
Lexington,MA,32632,17
Lincoln,MA,6563,6
Littleton,MA,9219,9
Longmeadow,MA,15844,14
Lowell,MA,109449,625
Ludlow,MA,21214,32
Lunenburg,MA,11149,22
Lynn,MA,91769,814
Lynnfield,MA,11900,2
Malden,MA,60816,205
Manchester-by-the-Sea,MA,5255,9
Mansfield,MA,23552,47
Marblehead,MA,20209,17
Marion,MA,4923,7
Marlborough,MA,39531,156
Marshfield,MA,25581,54
Mashpee,MA,14041,45
Mattapoisett,MA,6149,6
Maynard,MA,10393,13
Medfield,MA,12309,12
Medford,MA,57428,112
Medway,MA,12929,1
Melrose,MA,27648,21
Mendon,MA,5902,5
Merrimac,MA,6590,11
Methuen,MA,48363,106
Middleboro,MA,23547,70
Middleton,MA,9394,11
Milford,MA,28312,58
Millbury,MA,13355,38
Millville,MA,3209,2
Milton,MA,27269,21
Monson,MA,8716,27
Montague,MA,8418,45
Monterey,MA,953,0
Nahant,MA,3461,8
Nantucket,MA,10378,41
Natick,MA,34085,36
New Bedford,MA,95156,1039
Newburyport,MA,17773,31
Newton,MA,86867,74
Norfolk,MA,11663,0
North Adams,MA,13516,133
Northampton,MA,28581,130
North Andover,MA,28667,10
North Attleboro,MA,28913,2
Northborough,MA,14878,18
Northbridge,MA,16026,38
North Brookfield,MA,4695,34
North Reading,MA,15406,12
Norton,MA,19414,8
Norwell,MA,10622,12
Norwood,MA,28906,18
Oak Bluffs,MA,4679,18
Orange,MA,7818,25
Orleans,MA,5892,9
Oxford,MA,13828,27
Palmer,MA,12155,38
Paxton,MA,4884,4
Peabody,MA,52178,115
Pelham,MA,1321,0
Pembroke,MA,18040,33
Pepperell,MA,11920,22
Pittsfield,MA,43992,111
Plainville,MA,8512,2
Plymouth,MA,57893,184
Plympton,MA,2852,7
Princeton,MA,3452,7
Provincetown,MA,2983,17
Quincy,MA,93490,361
Randolph,MA,33583,176
Raynham,MA,13580,26
Reading,MA,25398,10
Rehoboth,MA,11809,13
Revere,MA,53777,317
Rochester,MA,5367,3
Rockport,MA,7116,6
Rowley,MA,6015,6
Rutland,MA,8272,25
Salem,MA,42468,128
Salisbury,MA,8490,45
Sandwich,MA,20713,31
Saugus,MA,27628,80
Scituate,MA,18230,24
Seekonk,MA,14102,33
Sharon,MA,17935,1
Sherborn,MA,4236,3
Shirley,MA,7649,11
Shrewsbury,MA,36315,6
Somerset,MA,18340,28
Somerville,MA,77768,191
Southampton,MA,5976,4
Southborough,MA,9908,2
Southbridge,MA,16870,82
South Hadley,MA,17794,38
Southwick,MA,9597,8
Spencer,MA,11801,29
Springfield,MA,153586,1673
Sterling,MA,7895,12
Stockbridge,MA,1966,4
Stoneham,MA,21763,11
Stoughton,MA,28186,80
Stow,MA,6949,4
Sturbridge,MA,9399,30
Sudbury,MA,18312,0
Sutton,MA,9137,4
Swampscott,MA,13995,26
Swansea,MA,16099,34
Taunton,MA,56264,209
Templeton,MA,8083,22
Tewksbury,MA,29953,141
Townsend,MA,9213,7
Truro,MA,2016,5
Tyngsboro,MA,12183,16
Upton,MA,7690,7
Uxbridge,MA,13629,21
Wakefield,MA,25838,49
Wales,MA,1872,1
Walpole,MA,24771,11
Waltham,MA,62446,141
Ware,MA,9856,42
Wareham,MA,22567,163
Warren,MA,5158,33
Watertown,MA,33254,53
Wayland,MA,13411,5
Webster,MA,16871,122
Wellesley,MA,29053,15
Wellfleet,MA,2747,4
Westborough,MA,18563,14
West Boylston,MA,7821,5
West Bridgewater,MA,6966,23
Westfield,MA,41493,103
Westford,MA,23196,14
Westhampton,MA,1602,0
Westminster,MA,7377,9
West Newbury,MA,4419,6
Weston,MA,11893,3
Westport,MA,15735,27
West Springfield,MA,28647,163
West Tisbury,MA,2856,1
Westwood,MA,14850,20
Weymouth,MA,55432,195
Whately,MA,1510,6
Whitman,MA,14682,53
Wilbraham,MA,14375,17
Williamsburg,MA,2474,4
Williamstown,MA,7682,14
Wilmington,MA,23187,29
Winchendon,MA,10551,50
Winchester,MA,22082,10
Winthrop,MA,18131,58
Woburn,MA,39284,83
Worcester,MA,183454,1750
Wrentham,MA,11195,8
Yarmouth,MA,23736,202
Akron,MI,394,1
Albion,MI,8524,58
Allegan,MI,5055,17
Allen Park,MI,27601,35
Alma,MI,9256,22
Almont,MI,2678,8
Alpena,MI,10299,46
Ann Arbor,MI,116799,247
Armada,MI,1728,1
Auburn Hills,MI,21680,61
Bad Axe,MI,3052,14
Bangor,MI,1857,13
Barryton,MI,363,0
Barry Township,MI,3372,0
Bath Township,MI,11761,19
Bay City,MI,34395,217
Belding,MI,5751,7
Bellaire,MI,1078,0
Belleville,MI,3900,4
Benton Harbor,MI,10039,225
Benton Township,MI,14578,157
Berkley,MI,15173,12
Berrien Springs-Oronoko Township,MI,9170,13
Beverly Hills,MI,10399,6
Big Rapids,MI,10735,29
Birch Run,MI,1525,6
Birmingham,MI,20544,14
Bloomfield Hills,MI,3952,1
Bloomfield Township,MI,41791,23
Boyne City,MI,3757,10
Breckenridge,MI,1308,1
Bridgeport Township,MI,10341,41
Brighton,MI,7586,2
Bronson,MI,2340,4
Brown City,MI,1292,3
Brownstown Township,MI,30388,56
Buena Vista Township,MI,8500,99
Burr Oak,MI,820,8
Burton,MI,29263,119
Cadillac,MI,10239,46
Calumet,MI,716,4
Cambridge Township,MI,5663,1
Canton Township,MI,88958,94
Capac,MI,1848,4
Carleton,MI,2324,9
Caro,MI,4135,26
Carrollton Township,MI,5997,20
Caseville,MI,756,0
Cass City,MI,2372,3
Cassopolis,MI,1760,2
Cedar Springs,MI,3565,13
Center Line,MI,8251,37
Central Lake,MI,945,0
Charlevoix,MI,2524,4
Charlotte,MI,9046,28
Cheboygan,MI,4789,20
Chelsea,MI,5056,11
Chesaning,MI,2353,3
Chesterfield Township,MI,43784,119
Chikaming Township,MI,3088,3
Chocolay Township,MI,6029,0
Clare,MI,3095,18
Clawson,MI,11984,10
Clayton Township,MI,7322,12
Clay Township,MI,8891,11
Clinton Township,MI,98071,285
Clio,MI,2580,4
Coleman,MI,1231,2
Colon,MI,1157,2
Columbia Township,MI,7415,18
Concord,MI,1049,1
Corunna,MI,3410,5
Covert Township,MI,2833,9
Croswell,MI,2379,9
Crystal Falls,MI,1431,1
Davison Township,MI,19212,27
Dearborn,MI,96012,347
Dearborn Heights,MI,56583,212
Denton Township,MI,5434,9
Detroit,MI,699889,14504
Dewitt,MI,4587,5
Dryden Township,MI,4771,2
East Grand Rapids,MI,11100,3
East Lansing,MI,48506,109
Eastpointe,MI,32402,295
Eaton Rapids,MI,5199,8
Eau Claire,MI,624,0
Edmore,MI,1195,0
Elk Rapids,MI,1629,2
Elkton,MI,790,0
Elsie,MI,969,0
Emmett Township,MI,11648,54
Escanaba,MI,12531,26
Essexville,MI,3436,2
Evart,MI,1877,6
Farmington,MI,10514,13
Farmington Hills,MI,81084,72
Fenton,MI,11493,17
Ferndale,MI,20104,42
Flat Rock,MI,9772,17
Flint,MI,99941,1907
Flint Township,MI,31182,336
Flushing,MI,8204,5
Forsyth Township,MI,6278,12
Fowlerville,MI,2910,10
Frankenmuth,MI,4925,10
Frankfort,MI,1281,2
Franklin,MI,3194,2
Fraser,MI,14529,29
Fremont,MI,4034,5
Frost Township,MI,1037,0
Fruitport,MI,1090,34
Garden City,MI,27110,80
Gaylord,MI,3615,8
Genesee Township,MI,20977,118
Gibraltar,MI,4564,8
Gladstone,MI,4915,5
Gladwin,MI,2907,15
Grand Beach,MI,271,0
Grand Blanc,MI,8105,12
Grand Blanc Township,MI,36793,63
Grand Haven,MI,10731,29
Grand Ledge,MI,7772,6
Grand Rapids,MI,191213,1326
Grandville,MI,15669,26
Grayling,MI,1872,8
Green Oak Township,MI,17977,22
Greenville,MI,8423,33
Grosse Ile Township,MI,10194,4
Grosse Pointe,MI,5300,5
Grosse Pointe Farms,MI,9271,7
Grosse Pointe Park,MI,11287,18
Grosse Pointe Shores,MI,2948,0
Grosse Pointe Woods,MI,15760,19
Hamburg Township,MI,21455,5
Hampton Township,MI,9555,13
Hamtramck,MI,22017,366
Hancock,MI,4614,4
Harbor Beach,MI,1659,6
Harbor Springs,MI,1204,1
Harper Woods,MI,13922,169
Hart,MI,2103,4
Hartford,MI,2633,10
Hastings,MI,7288,14
Hazel Park,MI,16642,76
Highland Park,MI,11591,187
Hillsdale,MI,8188,32
Holland,MI,33354,137
Holly,MI,6150,9
Hopkins,MI,607,0
Houghton,MI,7699,8
Howard City,MI,1786,6
Howell,MI,9514,28
Huntington Woods,MI,6305,1
Huron Township,MI,15607,38
Imlay City,MI,3586,14
Inkster,MI,24850,396
Ionia,MI,11434,21
Iron River,MI,2951,5
Ironwood,MI,5202,13
Ishpeming,MI,6582,8
Ishpeming Township,MI,3579,0
Jackson,MI,33378,370
Jonesville,MI,2231,2
Kalkaska,MI,2017,0
Keego Harbor,MI,3013,5
Kentwood,MI,50016,141
Kinde,MI,438,0
Kinross Township,MI,7821,3
Laingsburg,MI,1262,2
Lake Linden,MI,1001,1
Lake Odessa,MI,2017,5
Lake Orion,MI,3052,2
Lansing,MI,113907,1204
Lapeer,MI,8819,42
Lapeer Township,MI,5052,1
Lathrup Village,MI,4128,3
Laurium,MI,1962,1
Lawton,MI,1870,4
Lennon,MI,500,0
Lincoln Park,MI,37295,232
Lincoln Township,MI,14618,18
Linden,MI,3897,8
Litchfield,MI,1355,2
Livonia,MI,95220,148
Lowell,MI,3858,26
Ludington,MI,8035,25
Luna Pier,MI,1417,1
Mackinac Island,MI,494,2
Mackinaw City,MI,808,3
Madison Heights,MI,30080,78
Madison Township,MI,8567,7
Mancelona,MI,1379,2
Manistee,MI,6158,11
Manistique,MI,3031,7
Marlette,MI,1828,7
Marquette,MI,21590,19
Marshall,MI,7050,16
Marysville,MI,9763,2
Mason,MI,8246,7
Mattawan,MI,1971,1
Mayville,MI,928,1
Melvindale,MI,10473,34
Memphis,MI,1178,4
Menominee,MI,8476,20
Meridian Township,MI,40609,116
Metamora Township,MI,4238,2
Michiana,MI,182,0
Milan,MI,5875,11
Milford,MI,16170,12
Monroe,MI,20474,110
Montrose Township,MI,7706,11
Morenci,MI,2190,5
Morrice,MI,899,0
Mount Morris,MI,3012,25
Mount Morris Township,MI,20990,149
Mount Pleasant,MI,26238,58
Mundy Township,MI,14781,23
Munising,MI,2325,2
Muskegon,MI,36658,325
Muskegon Heights,MI,10768,206
Napoleon Township,MI,6771,2
Nashville,MI,1622,2
Negaunee,MI,4650,2
Newaygo,MI,1961,18
New Baltimore,MI,12148,9
Niles,MI,11471,54
Northfield Township,MI,8387,15
North Muskegon,MI,3756,5
Northville,MI,5992,4
Northville Township,MI,28734,18
Novi,MI,57469,48
Oakley,MI,285,3
Oak Park,MI,29684,180
Olivet,MI,1610,1
Orchard Lake,MI,2424,3
Oscoda Township,MI,6819,20
Otisville,MI,840,0
Otsego,MI,3953,8
Ovid,MI,1608,1
Owosso,MI,14745,55
Oxford,MI,3476,6
Paw Paw,MI,3470,11
Pentwater,MI,849,0
Perry,MI,2104,2
Petoskey,MI,5722,1
Pinckney,MI,2461,0
Pinconning,MI,1288,0
Pittsfield Township,MI,36091,69
Plainwell,MI,3798,10
Pleasant Ridge,MI,2550,5
Plymouth,MI,8949,14
Plymouth Township,MI,27076,18
Portage,MI,47387,88
Port Huron,MI,29542,179
Potterville,MI,2613,0
Raisin Township,MI,7468,0
Reading,MI,1063,0
Redford Township,MI,47432,244
Reed City,MI,2396,7
Reese,MI,1421,1
"Richfield Township, Genesee County",MI,8523,10
"Richfield Township, Roscommon County",MI,3663,10
Richland,MI,768,0
Richmond,MI,5741,17
River Rouge,MI,7723,84
Riverview,MI,12267,19
Rochester,MI,12947,9
Rockford,MI,5894,7
Rockwood,MI,3221,2
Rogers City,MI,2764,3
Romeo,MI,3597,5
Romulus,MI,23483,138
Roosevelt Park,MI,3800,7
Roseville,MI,47327,218
Royal Oak,MI,58804,99
Saginaw,MI,50580,985
Saginaw Township,MI,40636,96
Saline,MI,9028,11
Sand Lake,MI,512,0
Sandusky,MI,2624,4
Saugatuck-Douglas,MI,2173,5
Sault Ste. Marie,MI,14203,36
Sebewaing,MI,1715,2
Shepherd,MI,1525,4
Somerset Township,MI,4582,1
Southfield,MI,72755,262
Southgate,MI,29459,85
South Haven,MI,4355,3
South Lyon,MI,11552,17
Sparta,MI,4224,14
Spring Arbor Township,MI,8276,1
Springfield,MI,5210,13
Spring Lake-Ferrysburg,MI,5311,4
Stanton,MI,1409,2
St. Charles,MI,2021,11
St. Clair,MI,5375,6
Sterling Heights,MI,130634,244
St. Ignace,MI,2454,5
St. Johns,MI,7906,8
St. Joseph Township,MI,9953,19
St. Louis,MI,7416,8
Stockbridge,MI,1222,5
Sumpter Township,MI,9310,14
Swartz Creek,MI,5646,10
Sylvan Lake,MI,1749,10
Tawas,MI,4526,10
Taylor,MI,61836,347
Thetford Township,MI,6872,3
Thomas Township,MI,11846,9
Three Rivers,MI,7712,54
Tittabawassee Township,MI,9849,15
Trenton,MI,18483,25
Troy,MI,82608,62
Tuscarora Township,MI,2996,5
Unadilla Township,MI,3402,6
Union City,MI,1591,2
Utica,MI,4765,25
Van Buren Township,MI,28282,63
Vassar,MI,2635,6
Vicksburg,MI,2993,7
Walker,MI,24158,40
Walled Lake,MI,7101,26
Warren,MI,134167,679
Waterford Township,MI,72949,135
Wayne,MI,17232,121
West Bloomfield Township,MI,65840,43
West Branch,MI,2110,3
Westland,MI,82554,363
White Cloud,MI,1387,8
Whitehall,MI,2683,6
White Lake Township,MI,30585,22
White Pigeon,MI,1508,6
Williamston,MI,3836,2
Wixom,MI,13744,20
Wolverine Lake,MI,4370,3
Woodhaven,MI,12652,17
Wyandotte,MI,25378,56
Wyoming,MI,73786,309
Yale,MI,1909,5
Ypsilanti,MI,19677,163
Zeeland,MI,5575,4
Zilwaukee,MI,1629,1
Albany,MN,2599,4
Albert Lea,MN,17867,35
Alexandria,MN,11716,35
Annandale,MN,3317,0
Anoka,MN,17270,37
Appleton,MN,1368,2
Apple Valley,MN,50262,49
Arden Hills,MN,9813,4
Austin,MN,24823,61
Avon,MN,1414,1
Babbitt,MN,1467,2
Baxter,MN,7719,8
Bayport,MN,3649,0
Becker,MN,4622,5
Belgrade,MN,752,0
Belle Plaine,MN,6848,4
Bemidji,MN,13805,44
Benson,MN,3142,5
Big Lake,MN,10296,17
Blackduck,MN,795,1
Blaine,MN,60093,49
Blooming Prairie,MN,1962,0
Bloomington,MN,87057,128
Blue Earth,MN,3264,1
Brainerd,MN,13493,55
Breckenridge,MN,3388,5
Brooklyn Center,MN,30814,132
Brooklyn Park,MN,78353,248
Brownton,MN,741,0
Buffalo,MN,15802,21
Burnsville,MN,61371,95
Caledonia,MN,2807,7
Cambridge,MN,8244,14
Canby,MN,1729,0
Cannon Falls,MN,4080,5
Centennial Lakes,MN,10812,10
Champlin,MN,23881,20
Chaska,MN,24158,17
Chisholm,MN,5042,2
Cloquet,MN,12005,30
Cold Spring,MN,5455,1
Columbia Heights,MN,19715,39
Coon Rapids,MN,62056,94
Corcoran,MN,5539,0
Cottage Grove,MN,35339,25
Crookston,MN,7827,13
Crosby,MN,2369,3
Crystal,MN,22642,30
Dawson,MN,1495,1
Dayton,MN,4885,1
Deephaven,MN,3742,2
Detroit Lakes,MN,8887,14
Dilworth,MN,4111,3
Duluth,MN,86211,342
Eagan,MN,65052,37
Eagle Lake,MN,2573,4
East Grand Forks,MN,8528,10
Echo,MN,269,0
Eden Prairie,MN,62714,39
Edina,MN,49405,16
Elk River,MN,23351,11
Elmore,MN,645,8
Ely,MN,3432,7
Eveleth,MN,3691,11
Fairmont,MN,10400,6
Falcon Heights,MN,5483,6
Faribault,MN,23405,90
Farmington,MN,22190,16
Fergus Falls,MN,13244,37
Floodwood,MN,528,1
Forest Lake,MN,19140,19
Fridley,MN,27775,77
Gilbert,MN,1794,0
Glencoe,MN,5532,1
Glenwood,MN,2518,3
Golden Valley,MN,20904,16
Goodview,MN,3996,7
Grand Rapids,MN,10934,33
Granite Falls,MN,2790,5
Hallock,MN,962,0
Hastings,MN,22365,32
Hermantown,MN,9660,4
Hibbing,MN,16267,4
Hokah,MN,566,0
Hopkins,MN,18108,34
Houston,MN,978,4
Hoyt Lakes,MN,2002,1
Hutchinson,MN,13857,35
International Falls,MN,6336,16
Inver Grove Heights,MN,34294,83
Isanti,MN,5417,8
Janesville,MN,2267,0
Jordan,MN,5955,6
Kasson,MN,6023,2
Kimball,MN,761,0
La Crescent,MN,4802,0
Lake City,MN,4988,6
Lake Crystal,MN,2557,2
Lakefield,MN,1686,3
Lakes Area,MN,9302,11
Lakeville,MN,57758,15
Lauderdale,MN,2446,2
Lester Prairie,MN,1683,3
Le Sueur,MN,4021,5
Lewiston,MN,1589,0
Lino Lakes,MN,20910,15
Litchfield,MN,6653,5
Little Canada,MN,10083,23
Little Falls,MN,8266,10
Long Prairie,MN,3392,3
Madison Lake,MN,1059,1
Mankato,MN,40360,107
Maple Grove,MN,65318,28
Mapleton,MN,1766,0
Maplewood,MN,39765,75
Marshall,MN,13370,22
Medina,MN,5093,5
Melrose,MN,3603,2
Mendota Heights,MN,11158,9
Milaca,MN,2882,1
Minneapolis,MN,396206,4038
Minnetonka,MN,51573,13
Minnetrista,MN,9119,3
Montevideo,MN,5201,10
Montgomery,MN,2926,8
Moorhead,MN,39322,38
Moose Lake,MN,2798,8
Morris,MN,5276,9
Mounds View,MN,12486,23
Mountain Lake,MN,2075,3
New Brighton,MN,21995,17
New Hope,MN,20852,24
Newport,MN,3457,5
New Prague,MN,7457,7
New Richland,MN,1209,1
New Ulm,MN,13185,15
North Branch,MN,9966,13
Northfield,MN,20675,18
North Mankato,MN,13357,22
North Oaks,MN,4608,1
North St. Paul,MN,11767,5
Oakdale,MN,27820,55
Oak Park Heights,MN,4655,1
Olivia,MN,2418,2
Orono,MN,21190,4
Ortonville,MN,1858,0
Osakis,MN,1710,1
Osseo,MN,2484,0
Owatonna,MN,25377,36
Park Rapids,MN,3673,13
Paynesville,MN,2429,3
Plainview,MN,3292,4
Plymouth,MN,73684,49
Princeton,MN,4653,8
Prior Lake,MN,24056,20
Proctor,MN,3053,6
Ramsey,MN,24186,32
Red Wing,MN,16489,35
Redwood Falls,MN,5152,19
Richfield,MN,36367,88
Robbinsdale,MN,14363,33
Rochester,MN,109675,214
Rogers,MN,11782,16
Roseau,MN,2603,0
Rosemount,MN,22579,9
Roseville,MN,34991,52
Sartell,MN,16258,4
Sauk Centre,MN,4325,2
Sauk Rapids,MN,13008,12
Savage,MN,28285,35
Shakopee,MN,39214,53
Shoreview,MN,25810,12
Silver Bay,MN,1861,3
Silver Lake,MN,815,0
Slayton,MN,2095,1
Sleepy Eye,MN,3501,3
South Lake Minnetonka,MN,11992,16
South St. Paul,MN,20484,88
Springfield,MN,2102,0
Spring Grove,MN,1304,0
Spring Lake Park,MN,6458,29
St. Anthony,MN,8445,9
Staples,MN,2916,7
St. Charles,MN,3688,4
St. Cloud,MN,65977,250
St. Francis,MN,6274,6
Stillwater,MN,18631,16
St. James,MN,4580,10
St. Joseph,MN,6671,2
St. Louis Park,MN,46723,68
St. Paul,MN,294690,2200
St. Paul Park,MN,5335,15
St. Peter,MN,11506,22
Thief River Falls,MN,8686,11
Tracy,MN,2135,0
Two Harbors,MN,3676,5
Vadnais Heights,MN,12911,17
Virginia,MN,8625,37
Wabasha,MN,2497,5
Wadena,MN,4092,4
Waite Park,MN,6683,22
Warroad,MN,1768,0
Waseca,MN,9443,5
Wayzata,MN,3805,4
Wells,MN,2275,0
West Hennepin,MN,5458,6
West St. Paul,MN,19761,84
Wheaton,MN,1368,0
White Bear Lake,MN,24472,44
White Bear Township,MN,11266,3
Willmar,MN,19691,42
Windom,MN,4594,5
Winnebago,MN,1394,2
Winona,MN,28077,30
Winsted,MN,2299,2
Woodbury,MN,65259,21
Worthington,MN,12903,25
Wyoming,MN,7690,3
Zumbrota,MN,3305,1
Aberdeen,MS,5473,9
Amory,MS,7167,5
Batesville,MS,7417,18
Biloxi,MS,44744,213
Byhalia,MS,1270,10
Byram,MS,11795,16
Cleveland,MS,12174,62
Columbia,MS,6430,18
D'Iberville,MS,10123,9
Flowood,MS,8249,38
Fulton,MS,3984,0
Gautier,MS,18532,48
Greenville,MS,33119,99
Greenwood,MS,16112,83
Gulfport,MS,70863,153
Hattiesburg,MS,47549,157
Horn Lake,MS,26670,35
Iuka,MS,3015,4
Jackson,MS,176039,1631
Laurel,MS,18917,59
Long Beach,MS,15467,14
Louisville,MS,6500,10
Madison,MS,25044,16
McComb,MS,12726,79
Meridian,MS,40748,233
Ocean Springs,MS,17479,33
Olive Branch,MS,34827,66
Pascagoula,MS,22217,130
Pass Christian,MS,5020,8
Petal,MS,10902,0
Philadelphia,MS,7488,47
Picayune,MS,10840,39
Poplarville,MS,2816,8
Ridgeland,MS,24319,40
Southaven,MS,50801,168
Starkville,MS,24519,42
Vicksburg,MS,23318,110
West Point,MS,11179,54
Wiggins,MS,4535,8
Adrian,MO,1633,3
Advance,MO,1341,1
Anderson,MO,1999,14
Annapolis,MO,349,0
Appleton City,MO,1081,0
Arbyrd,MO,504,0
Archie,MO,1187,0
Arnold,MO,21070,36
Ash Grove,MO,1479,2
Ashland,MO,3844,19
Aurora,MO,7474,60
Auxvasse,MO,980,2
Ava,MO,2970,9
Ballwin,MO,30452,22
Battlefield,MO,5783,0
Bella Villa,MO,726,2
Belle,MO,1531,12
Bellefontaine Neighbors,MO,10819,36
Bellerive,MO,189,0
Bel-Nor,MO,1490,2
Bel-Ridge,MO,2726,39
Belton,MO,23273,83
Berkeley,MO,8946,58
Bernie,MO,1938,0
Bertrand,MO,815,1
Bethany,MO,3168,6
Beverly Hills,MO,570,15
Billings,MO,1060,1
Birch Tree,MO,664,0
Bismarck,MO,1506,1
Blackburn,MO,250,0
Bloomfield,MO,1901,5
Blue Springs,MO,53131,133
Bolivar,MO,10408,45
Bonne Terre,MO,7088,7
Boonville,MO,8301,31
Bowling Green,MO,5534,5
Branson,MO,10918,160
Branson West,MO,458,11
Braymer,MO,849,0
Breckenridge Hills,MO,4724,25
Brentwood,MO,8030,12
Bridgeton,MO,11657,100
Brookfield,MO,4403,4
Brunswick,MO,831,4
Bucklin,MO,451,2
Buckner,MO,3070,3
Buffalo,MO,3100,5
Butler,MO,4137,11
Butterfield Village,MO,464,0
Byrnes Mill,MO,2785,5
Cabool,MO,2126,4
California,MO,4327,7
Calverton Park,MO,1290,5
Camdenton,MO,3810,15
Cameron,MO,9867,36
Campbell,MO,1982,5
Canalou,MO,320,0
Canton,MO,2377,6
Cape Girardeau,MO,38716,258
Cardwell,MO,708,0
Carl Junction,MO,7390,6
Carrollton,MO,3663,4
Carterville,MO,1823,5
Carthage,MO,13988,29
Caruthersville,MO,6107,89
Cassville,MO,3255,12
Center,MO,513,0
Centralia,MO,4169,9
Chaffee,MO,2948,6
Charlack,MO,1362,8
Charleston,MO,5907,35
Chesterfield,MO,47744,25
Chillicothe,MO,9419,23
Clarkton,MO,1276,9
Claycomo,MO,1462,7
Clayton,MO,15901,13
Cleveland,MO,657,0
Clever,MO,2343,16
Clinton,MO,9054,41
Cole Camp,MO,1111,2
Columbia,MO,114587,416
Concordia,MO,2406,3
Conway,MO,777,0
Cool Valley,MO,1193,3
Corder,MO,398,0
Cottleville,MO,3682,1
Country Club Hills,MO,1266,11
Crane,MO,1410,1
Creighton,MO,345,0
Crestwood,MO,11931,7
Creve Coeur,MO,17862,17
Crocker,MO,1120,16
Crystal City,MO,4821,6
Cuba,MO,3390,10
Delta,MO,440,0
Desloge,MO,4960,16
De Soto,MO,6460,21
Des Peres,MO,8434,5
Dexter,MO,7882,20
Diamond,MO,929,4
Dixon,MO,1573,9
Doniphan,MO,1992,24
Doolittle,MO,615,0
Drexel,MO,960,3
Duenweg,MO,1088,6
Duquesne,MO,1706,2
East Prairie,MO,3205,2
Edgar Springs,MO,205,0
Edina,MO,1155,0
Edmundson,MO,837,2
Eldon,MO,4589,14
El Dorado Springs,MO,3520,19
Ellington,MO,995,2
Ellisville,MO,9146,4
Ellsinore,MO,453,3
Elsberry,MO,1953,9
Eminence,MO,587,0
Emma,MO,233,0
Essex,MO,464,1
Eureka,MO,10450,6
Excelsior Springs,MO,11346,24
Exeter,MO,767,1
Fair Grove,MO,1418,5
Fair Play,MO,467,0
Fairview,MO,392,0
Farmington,MO,17506,51
Fayette,MO,2718,4
Ferguson,MO,21115,101
Ferrelview,MO,462,1
Festus,MO,11782,49
Fleming,MO,125,0
